volume,ticks,status,open,low,high,cost,close,timestamp,Instrument
0.0,1623110400.0,ok,0.2545,0.2545,0.2545,0.0,0.2545,2021-06-07 19:00:00,BTC-31DEC21-60000-P
0.0,1623196800.0,ok,0.2545,0.2545,0.2545,0.0,0.2545,2021-06-08 19:00:00,BTC-31DEC21-60000-P
0.0,1623283200.0,ok,0.2545,0.2545,0.2545,0.0,0.2545,2021-06-09 19:00:00,BTC-31DEC21-60000-P
0.0,1623369600.0,ok,0.2545,0.2545,0.2545,0.0,0.2545,2021-06-10 19:00:00,BTC-31DEC21-60000-P
0.0,1623456000.0,ok,0.2545,0.2545,0.2545,0.0,0.2545,2021-06-11 19:00:00,BTC-31DEC21-60000-P
0.0,1623542400.0,ok,0.2545,0.2545,0.2545,0.0,0.2545,2021-06-12 19:00:00,BTC-31DEC21-60000-P
0.0,1623628800.0,ok,0.2545,0.2545,0.2545,0.0,0.2545,2021-06-13 19:00:00,BTC-31DEC21-60000-P
0.0,1623715200.0,ok,0.2545,0.2545,0.2545,0.0,0.2545,2021-06-14 19:00:00,BTC-31DEC21-60000-P
0.0,1623801600.0,ok,0.2545,0.2545,0.2545,0.0,0.2545,2021-06-15 19:00:00,BTC-31DEC21-60000-P
0.0,1623888000.0,ok,0.2545,0.2545,0.2545,0.0,0.2545,2021-06-16 19:00:00,BTC-31DEC21-60000-P
0.2,1623283200.0,ok,0.032,0.032,0.032,0.0064,0.032,2021-06-09 19:00:00,BTC-12JUN21-38000-C
0.0,1623369600.0,ok,0.032,0.032,0.032,0.0,0.032,2021-06-10 19:00:00,BTC-12JUN21-38000-C
0.0,1623456000.0,ok,0.032,0.032,0.032,0.0,0.032,2021-06-11 19:00:00,BTC-12JUN21-38000-C
0.0,1623542400.0,ok,0.032,0.032,0.032,0.0,0.032,2021-06-12 19:00:00,BTC-12JUN21-38000-C
0.0,1623628800.0,ok,0.032,0.032,0.032,0.0,0.032,2021-06-13 19:00:00,BTC-12JUN21-38000-C
0.0,1623715200.0,ok,0.032,0.032,0.032,0.0,0.032,2021-06-14 19:00:00,BTC-12JUN21-38000-C
0.0,1623801600.0,ok,0.032,0.032,0.032,0.0,0.032,2021-06-15 19:00:00,BTC-12JUN21-38000-C
0.0,1623888000.0,ok,0.032,0.032,0.032,0.0,0.032,2021-06-16 19:00:00,BTC-12JUN21-38000-C
0.5,1609286400.0,ok,0.2,0.2,0.2,0.1,0.2,2020-12-29 18:00:00,BTC-24SEP21-36000-P
0.0,1609372800.0,ok,0.2,0.2,0.2,0.0,0.2,2020-12-30 18:00:00,BTC-24SEP21-36000-P
0.0,1609459200.0,ok,0.2,0.2,0.2,0.0,0.2,2020-12-31 18:00:00,BTC-24SEP21-36000-P
0.0,1609545600.0,ok,0.2,0.2,0.2,0.0,0.2,2021-01-01 18:00:00,BTC-24SEP21-36000-P
0.0,1609632000.0,ok,0.2,0.2,0.2,0.0,0.2,2021-01-02 18:00:00,BTC-24SEP21-36000-P
0.0,1609718400.0,ok,0.2,0.2,0.2,0.0,0.2,2021-01-03 18:00:00,BTC-24SEP21-36000-P
0.1,1609804800.0,ok,0.09,0.09,0.09,0.009,0.09,2021-01-04 18:00:00,BTC-24SEP21-36000-P
114.0,1609891200.0,ok,0.133,0.114,0.133,13.1579,0.115,2021-01-05 18:00:00,BTC-24SEP21-36000-P
1.0,1609977600.0,ok,0.118,0.118,0.118,0.118,0.118,2021-01-06 18:00:00,BTC-24SEP21-36000-P
0.0,1610064000.0,ok,0.118,0.118,0.118,0.0,0.118,2021-01-07 18:00:00,BTC-24SEP21-36000-P
0.0,1610150400.0,ok,0.118,0.118,0.118,0.0,0.118,2021-01-08 18:00:00,BTC-24SEP21-36000-P
0.0,1610236800.0,ok,0.118,0.118,0.118,0.0,0.118,2021-01-09 18:00:00,BTC-24SEP21-36000-P
10.0,1610323200.0,ok,0.229,0.229,0.229,2.29,0.229,2021-01-10 18:00:00,BTC-24SEP21-36000-P
1.4,1610409600.0,ok,0.2305,0.206,0.245,0.32175,0.2425,2021-01-11 18:00:00,BTC-24SEP21-36000-P
0.0,1610496000.0,ok,0.2425,0.2425,0.2425,0.0,0.2425,2021-01-12 18:00:00,BTC-24SEP21-36000-P
6.0,1610582400.0,ok,0.15,0.15,0.15,0.9,0.15,2021-01-13 18:00:00,BTC-24SEP21-36000-P
6.9,1610668800.0,ok,0.15,0.15,0.15,1.035,0.15,2021-01-14 18:00:00,BTC-24SEP21-36000-P
0.0,1610755200.0,ok,0.15,0.15,0.15,0.0,0.15,2021-01-15 18:00:00,BTC-24SEP21-36000-P
0.0,1610841600.0,ok,0.15,0.15,0.15,0.0,0.15,2021-01-16 18:00:00,BTC-24SEP21-36000-P
13.8,1610928000.0,ok,0.254,0.15,0.2635,3.18735,0.15,2021-01-17 18:00:00,BTC-24SEP21-36000-P
25.2,1611014400.0,ok,0.15,0.15,0.15,3.78,0.15,2021-01-18 18:00:00,BTC-24SEP21-36000-P
1.2,1611100800.0,ok,0.205,0.205,0.246,0.26615,0.216,2021-01-19 18:00:00,BTC-24SEP21-36000-P
5.5,1611187200.0,ok,0.15,0.15,0.15,0.825,0.15,2021-01-20 18:00:00,BTC-24SEP21-36000-P
0.0,1611273600.0,ok,0.15,0.15,0.15,0.0,0.15,2021-01-21 18:00:00,BTC-24SEP21-36000-P
0.0,1611360000.0,ok,0.15,0.15,0.15,0.0,0.15,2021-01-22 18:00:00,BTC-24SEP21-36000-P
4.8,1611446400.0,ok,0.4345,0.4345,0.4355,2.0872,0.4355,2021-01-23 18:00:00,BTC-24SEP21-36000-P
0.0,1611532800.0,ok,0.4355,0.4355,0.4355,0.0,0.4355,2021-01-24 18:00:00,BTC-24SEP21-36000-P
1.1,1611619200.0,ok,0.15,0.15,0.15,0.165,0.15,2021-01-25 18:00:00,BTC-24SEP21-36000-P
0.0,1611705600.0,ok,0.15,0.15,0.15,0.0,0.15,2021-01-26 18:00:00,BTC-24SEP21-36000-P
46.4,1611792000.0,ok,0.1595,0.115,0.5005,12.71595,0.115,2021-01-27 18:00:00,BTC-24SEP21-36000-P
1.8,1611878400.0,ok,0.206,0.2025,0.2095,0.3737,0.2095,2021-01-28 18:00:00,BTC-24SEP21-36000-P
0.0,1611964800.0,ok,0.2095,0.2095,0.2095,0.0,0.2095,2021-01-29 18:00:00,BTC-24SEP21-36000-P
0.0,1612051200.0,ok,0.2095,0.2095,0.2095,0.0,0.2095,2021-01-30 18:00:00,BTC-24SEP21-36000-P
0.5,1612137600.0,ok,0.247,0.235,0.247,0.1187,0.235,2021-01-31 18:00:00,BTC-24SEP21-36000-P
18.2,1612224000.0,ok,0.246,0.2135,0.252,4.2386,0.2465,2021-02-01 18:00:00,BTC-24SEP21-36000-P
10.6,1612310400.0,ok,0.2145,0.17,0.2145,2.0644,0.1805,2021-02-02 18:00:00,BTC-24SEP21-36000-P
5.0,1612396800.0,ok,0.1795,0.153,0.186,0.8808,0.1755,2021-02-03 18:00:00,BTC-24SEP21-36000-P
4.3,1612483200.0,ok,0.3325,0.122,0.3325,0.6539,0.169,2021-02-04 18:00:00,BTC-24SEP21-36000-P
0.0,1612569600.0,ok,0.169,0.169,0.169,0.0,0.169,2021-02-05 18:00:00,BTC-24SEP21-36000-P
0.1,1612656000.0,ok,0.171,0.171,0.171,0.0171,0.171,2021-02-06 18:00:00,BTC-24SEP21-36000-P
0.2,1612742400.0,ok,0.148,0.137,0.148,0.0285,0.137,2021-02-07 18:00:00,BTC-24SEP21-36000-P
0.0,1612828800.0,ok,0.137,0.137,0.137,0.0,0.137,2021-02-08 18:00:00,BTC-24SEP21-36000-P
0.0,1612915200.0,ok,0.137,0.137,0.137,0.0,0.137,2021-02-09 18:00:00,BTC-24SEP21-36000-P
0.0,1613001600.0,ok,0.137,0.137,0.137,0.0,0.137,2021-02-10 18:00:00,BTC-24SEP21-36000-P
0.0,1613088000.0,ok,0.137,0.137,0.137,0.0,0.137,2021-02-11 18:00:00,BTC-24SEP21-36000-P
0.0,1613174400.0,ok,0.137,0.137,0.137,0.0,0.137,2021-02-12 18:00:00,BTC-24SEP21-36000-P
0.0,1613260800.0,ok,0.137,0.137,0.137,0.0,0.137,2021-02-13 18:00:00,BTC-24SEP21-36000-P
0.2,1613347200.0,ok,0.0005,0.0005,0.212,0.02125,0.212,2021-02-14 18:00:00,BTC-24SEP21-36000-P
0.0,1613433600.0,ok,0.212,0.212,0.212,0.0,0.212,2021-02-15 18:00:00,BTC-24SEP21-36000-P
86.3,1613520000.0,ok,0.1835,0.1835,0.1835,15.83605,0.1835,2021-02-16 18:00:00,BTC-24SEP21-36000-P
265.0,1613606400.0,ok,0.0005,0.0005,0.587,5.9975,0.587,2021-02-17 18:00:00,BTC-24SEP21-36000-P
0.0,1613692800.0,ok,0.587,0.587,0.587,0.0,0.587,2021-02-18 18:00:00,BTC-24SEP21-36000-P
0.0,1613779200.0,ok,0.587,0.587,0.587,0.0,0.587,2021-02-19 18:00:00,BTC-24SEP21-36000-P
0.0,1613865600.0,ok,0.587,0.587,0.587,0.0,0.587,2021-02-20 18:00:00,BTC-24SEP21-36000-P
0.0,1613952000.0,ok,0.587,0.587,0.587,0.0,0.587,2021-02-21 18:00:00,BTC-24SEP21-36000-P
0.0,1614038400.0,ok,0.587,0.587,0.587,0.0,0.587,2021-02-22 18:00:00,BTC-24SEP21-36000-P
0.0,1614124800.0,ok,0.587,0.587,0.587,0.0,0.587,2021-02-23 18:00:00,BTC-24SEP21-36000-P
0.0,1614211200.0,ok,0.587,0.587,0.587,0.0,0.587,2021-02-24 18:00:00,BTC-24SEP21-36000-P
0.0,1614297600.0,ok,0.587,0.587,0.587,0.0,0.587,2021-02-25 18:00:00,BTC-24SEP21-36000-P
0.0,1614384000.0,ok,0.587,0.587,0.587,0.0,0.587,2021-02-26 18:00:00,BTC-24SEP21-36000-P
0.0,1614470400.0,ok,0.587,0.587,0.587,0.0,0.587,2021-02-27 18:00:00,BTC-24SEP21-36000-P
3.5,1614556800.0,ok,0.103,0.102,0.124,0.3995,0.124,2021-02-28 18:00:00,BTC-24SEP21-36000-P
7.6,1614643200.0,ok,0.0765,0.0765,0.1395,0.9471,0.1215,2021-03-01 18:00:00,BTC-24SEP21-36000-P
0.6,1614729600.0,ok,0.2235,0.2235,0.2265,0.13475,0.2255,2021-03-02 18:00:00,BTC-24SEP21-36000-P
0.0,1614816000.0,ok,0.2255,0.2255,0.2255,0.0,0.2255,2021-03-03 18:00:00,BTC-24SEP21-36000-P
9.6,1614902400.0,ok,0.148,0.143,0.148,1.4048,0.143,2021-03-04 18:00:00,BTC-24SEP21-36000-P
0.0,1614988800.0,ok,0.143,0.143,0.143,0.0,0.143,2021-03-05 18:00:00,BTC-24SEP21-36000-P
10.4,1615075200.0,ok,0.1045,0.1045,0.1045,1.0868,0.1045,2021-03-06 18:00:00,BTC-24SEP21-36000-P
0.0,1615161600.0,ok,0.1045,0.1045,0.1045,0.0,0.1045,2021-03-07 18:00:00,BTC-24SEP21-36000-P
0.0,1615248000.0,ok,0.1045,0.1045,0.1045,0.0,0.1045,2021-03-08 18:00:00,BTC-24SEP21-36000-P
0.0,1615334400.0,ok,0.1045,0.1045,0.1045,0.0,0.1045,2021-03-09 18:00:00,BTC-24SEP21-36000-P
0.0,1615420800.0,ok,0.1045,0.1045,0.1045,0.0,0.1045,2021-03-10 18:00:00,BTC-24SEP21-36000-P
0.0,1615507200.0,ok,0.1045,0.1045,0.1045,0.0,0.1045,2021-03-11 18:00:00,BTC-24SEP21-36000-P
5.0,1615593600.0,ok,0.0455,0.0455,0.0455,0.2275,0.0455,2021-03-12 18:00:00,BTC-24SEP21-36000-P
0.0,1615680000.0,ok,0.0455,0.0455,0.0455,0.0,0.0455,2021-03-13 18:00:00,BTC-24SEP21-36000-P
4.0,1615766400.0,ok,0.068,0.068,0.068,0.272,0.068,2021-03-14 19:00:00,BTC-24SEP21-36000-P
0.0,1615852800.0,ok,0.068,0.068,0.068,0.0,0.068,2021-03-15 19:00:00,BTC-24SEP21-36000-P
8.0,1615939200.0,ok,0.0695,0.0695,0.0695,0.556,0.0695,2021-03-16 19:00:00,BTC-24SEP21-36000-P
0.1,1616025600.0,ok,0.057,0.057,0.057,0.0057,0.057,2021-03-17 19:00:00,BTC-24SEP21-36000-P
0.3,1616112000.0,ok,0.053,0.053,0.053,0.0159,0.053,2021-03-18 19:00:00,BTC-24SEP21-36000-P
0.0,1616198400.0,ok,0.053,0.053,0.053,0.0,0.053,2021-03-19 19:00:00,BTC-24SEP21-36000-P
0.0,1616284800.0,ok,0.053,0.053,0.053,0.0,0.053,2021-03-20 19:00:00,BTC-24SEP21-36000-P
3.6,1616371200.0,ok,0.073,0.054,0.073,0.2481,0.0705,2021-03-21 19:00:00,BTC-24SEP21-36000-P
0.0,1616457600.0,ok,0.0705,0.0705,0.0705,0.0,0.0705,2021-03-22 19:00:00,BTC-24SEP21-36000-P
0.5,1616544000.0,ok,0.0865,0.0865,0.0865,0.04325,0.0865,2021-03-23 19:00:00,BTC-24SEP21-36000-P
2.2,1616630400.0,ok,0.085,0.078,0.094,0.1878,0.0835,2021-03-24 19:00:00,BTC-24SEP21-36000-P
5.1,1616716800.0,ok,0.132,0.103,0.14,0.6428,0.103,2021-03-25 19:00:00,BTC-24SEP21-36000-P
0.0,1616803200.0,ok,0.103,0.103,0.103,0.0,0.103,2021-03-26 19:00:00,BTC-24SEP21-36000-P
0.0,1616889600.0,ok,0.103,0.103,0.103,0.0,0.103,2021-03-27 19:00:00,BTC-24SEP21-36000-P
0.7,1616976000.0,ok,0.0775,0.068,0.0775,0.04925,0.0685,2021-03-28 19:00:00,BTC-24SEP21-36000-P
7.8,1617062400.0,ok,0.062,0.0385,0.1995,0.62255,0.0805,2021-03-29 19:00:00,BTC-24SEP21-36000-P
0.9,1617148800.0,ok,0.0815,0.081,0.0895,0.07535,0.0895,2021-03-30 19:00:00,BTC-24SEP21-36000-P
35.7,1617235200.0,ok,0.085,0.0815,0.114,3.2938,0.101,2021-03-31 19:00:00,BTC-24SEP21-36000-P
22.6,1617321600.0,ok,0.0845,0.0755,0.116,2.07165,0.0915,2021-04-01 19:00:00,BTC-24SEP21-36000-P
0.0,1617408000.0,ok,0.0915,0.0915,0.0915,0.0,0.0915,2021-04-02 19:00:00,BTC-24SEP21-36000-P
0.0,1617494400.0,ok,0.0915,0.0915,0.0915,0.0,0.0915,2021-04-03 19:00:00,BTC-24SEP21-36000-P
0.3,1617580800.0,ok,0.0945,0.0945,0.0945,0.02835,0.0945,2021-04-04 19:00:00,BTC-24SEP21-36000-P
5.3,1617667200.0,ok,0.082,0.06,0.082,0.3695,0.0645,2021-04-05 19:00:00,BTC-24SEP21-36000-P
12.3,1617753600.0,ok,0.0585,0.0285,0.1135,0.8482,0.0745,2021-04-06 19:00:00,BTC-24SEP21-36000-P
0.0,1617840000.0,ok,0.0745,0.0745,0.0745,0.0,0.0745,2021-04-07 19:00:00,BTC-24SEP21-36000-P
2.7,1617926400.0,ok,0.0275,0.0275,0.048,0.08795,0.032,2021-04-08 19:00:00,BTC-24SEP21-36000-P
0.0,1618012800.0,ok,0.032,0.032,0.032,0.0,0.032,2021-04-09 19:00:00,BTC-24SEP21-36000-P
0.0,1618099200.0,ok,0.032,0.032,0.032,0.0,0.032,2021-04-10 19:00:00,BTC-24SEP21-36000-P
1.1,1618185600.0,ok,0.055,0.0535,0.055,0.06035,0.0535,2021-04-11 19:00:00,BTC-24SEP21-36000-P
8.0,1618272000.0,ok,0.0455,0.018,0.0455,0.2365,0.023,2021-04-12 19:00:00,BTC-24SEP21-36000-P
6.0,1618358400.0,ok,0.049,0.0265,0.049,0.2285,0.0315,2021-04-13 19:00:00,BTC-24SEP21-36000-P
5.1,1618444800.0,ok,0.0465,0.01,0.053,0.193,0.031,2021-04-14 19:00:00,BTC-24SEP21-36000-P
0.0,1618531200.0,ok,0.031,0.031,0.031,0.0,0.031,2021-04-15 19:00:00,BTC-24SEP21-36000-P
0.0,1618617600.0,ok,0.031,0.031,0.031,0.0,0.031,2021-04-16 19:00:00,BTC-24SEP21-36000-P
0.0,1618704000.0,ok,0.031,0.031,0.031,0.0,0.031,2021-04-17 19:00:00,BTC-24SEP21-36000-P
0.0,1618790400.0,ok,0.031,0.031,0.031,0.0,0.031,2021-04-18 19:00:00,BTC-24SEP21-36000-P
132.2,1618876800.0,ok,0.05,0.0325,0.124,7.2203,0.0575,2021-04-19 19:00:00,BTC-24SEP21-36000-P
0.0,1618963200.0,ok,0.0575,0.0575,0.0575,0.0,0.0575,2021-04-20 19:00:00,BTC-24SEP21-36000-P
0.0,1619049600.0,ok,0.0575,0.0575,0.0575,0.0,0.0575,2021-04-21 19:00:00,BTC-24SEP21-36000-P
0.0,1619136000.0,ok,0.0575,0.0575,0.0575,0.0,0.0575,2021-04-22 19:00:00,BTC-24SEP21-36000-P
0.0,1619222400.0,ok,0.0575,0.0575,0.0575,0.0,0.0575,2021-04-23 19:00:00,BTC-24SEP21-36000-P
0.0,1619308800.0,ok,0.0575,0.0575,0.0575,0.0,0.0575,2021-04-24 19:00:00,BTC-24SEP21-36000-P
0.0,1619395200.0,ok,0.0575,0.0575,0.0575,0.0,0.0575,2021-04-25 19:00:00,BTC-24SEP21-36000-P
0.0,1619481600.0,ok,0.0575,0.0575,0.0575,0.0,0.0575,2021-04-26 19:00:00,BTC-24SEP21-36000-P
0.0,1619568000.0,ok,0.0575,0.0575,0.0575,0.0,0.0575,2021-04-27 19:00:00,BTC-24SEP21-36000-P
0.0,1619654400.0,ok,0.0575,0.0575,0.0575,0.0,0.0575,2021-04-28 19:00:00,BTC-24SEP21-36000-P
0.0,1619740800.0,ok,0.0575,0.0575,0.0575,0.0,0.0575,2021-04-29 19:00:00,BTC-24SEP21-36000-P
0.0,1619827200.0,ok,0.0575,0.0575,0.0575,0.0,0.0575,2021-04-30 19:00:00,BTC-24SEP21-36000-P
0.0,1619913600.0,ok,0.0575,0.0575,0.0575,0.0,0.0575,2021-05-01 19:00:00,BTC-24SEP21-36000-P
14.7,1620000000.0,ok,0.1165,0.1145,0.1175,1.6989,0.1175,2021-05-02 19:00:00,BTC-24SEP21-36000-P
0.0,1620086400.0,ok,0.1175,0.1175,0.1175,0.0,0.1175,2021-05-03 19:00:00,BTC-24SEP21-36000-P
2.7,1620172800.0,ok,0.123,0.033,0.124,0.1906,0.124,2021-05-04 19:00:00,BTC-24SEP21-36000-P
2.4,1620259200.0,ok,0.123,0.004,0.1255,0.1194,0.1255,2021-05-05 19:00:00,BTC-24SEP21-36000-P
0.0,1620345600.0,ok,0.1255,0.1255,0.1255,0.0,0.1255,2021-05-06 19:00:00,BTC-24SEP21-36000-P
0.3,1620432000.0,ok,0.121,0.121,0.121,0.0363,0.121,2021-05-07 19:00:00,BTC-24SEP21-36000-P
0.0,1620518400.0,ok,0.121,0.121,0.121,0.0,0.121,2021-05-08 19:00:00,BTC-24SEP21-36000-P
0.7,1620604800.0,ok,0.0245,0.0245,0.027,0.0179,0.027,2021-05-09 19:00:00,BTC-24SEP21-36000-P
0.7,1620691200.0,ok,0.039,0.0305,0.039,0.02645,0.0305,2021-05-10 19:00:00,BTC-24SEP21-36000-P
0.0,1620777600.0,ok,0.0305,0.0305,0.0305,0.0,0.0305,2021-05-11 19:00:00,BTC-24SEP21-36000-P
0.0,1620864000.0,ok,0.0305,0.0305,0.0305,0.0,0.0305,2021-05-12 19:00:00,BTC-24SEP21-36000-P
0.0,1620950400.0,ok,0.0305,0.0305,0.0305,0.0,0.0305,2021-05-13 19:00:00,BTC-24SEP21-36000-P
0.0,1621036800.0,ok,0.0305,0.0305,0.0305,0.0,0.0305,2021-05-14 19:00:00,BTC-24SEP21-36000-P
0.0,1621123200.0,ok,0.0305,0.0305,0.0305,0.0,0.0305,2021-05-15 19:00:00,BTC-24SEP21-36000-P
0.0,1621209600.0,ok,0.0305,0.0305,0.0305,0.0,0.0305,2021-05-16 19:00:00,BTC-24SEP21-36000-P
1.2,1621296000.0,ok,0.0905,0.09,0.107,0.1144,0.0945,2021-05-17 19:00:00,BTC-24SEP21-36000-P
0.1,1621382400.0,ok,0.218,0.218,0.218,0.0218,0.218,2021-05-18 19:00:00,BTC-24SEP21-36000-P
0.0,1621468800.0,ok,0.218,0.218,0.218,0.0,0.218,2021-05-19 19:00:00,BTC-24SEP21-36000-P
0.0,1621555200.0,ok,0.218,0.218,0.218,0.0,0.218,2021-05-20 19:00:00,BTC-24SEP21-36000-P
0.0,1621641600.0,ok,0.218,0.218,0.218,0.0,0.218,2021-05-21 19:00:00,BTC-24SEP21-36000-P
0.0,1621728000.0,ok,0.218,0.218,0.218,0.0,0.218,2021-05-22 19:00:00,BTC-24SEP21-36000-P
0.0,1621814400.0,ok,0.218,0.218,0.218,0.0,0.218,2021-05-23 19:00:00,BTC-24SEP21-36000-P
34.2,1621900800.0,ok,0.2125,0.2105,0.2125,7.22985,0.2105,2021-05-24 19:00:00,BTC-24SEP21-36000-P
0.0,1621987200.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-05-25 19:00:00,BTC-24SEP21-36000-P
0.0,1622073600.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-05-26 19:00:00,BTC-24SEP21-36000-P
0.0,1622160000.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-05-27 19:00:00,BTC-24SEP21-36000-P
0.0,1622246400.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-05-28 19:00:00,BTC-24SEP21-36000-P
0.0,1622332800.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-05-29 19:00:00,BTC-24SEP21-36000-P
0.0,1622419200.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-05-30 19:00:00,BTC-24SEP21-36000-P
0.0,1622505600.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-05-31 19:00:00,BTC-24SEP21-36000-P
0.0,1622592000.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-06-01 19:00:00,BTC-24SEP21-36000-P
0.0,1622678400.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-06-02 19:00:00,BTC-24SEP21-36000-P
0.0,1622764800.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-06-03 19:00:00,BTC-24SEP21-36000-P
0.0,1622851200.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-06-04 19:00:00,BTC-24SEP21-36000-P
0.0,1622937600.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-06-05 19:00:00,BTC-24SEP21-36000-P
0.0,1623024000.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-06-06 19:00:00,BTC-24SEP21-36000-P
0.0,1623110400.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-06-07 19:00:00,BTC-24SEP21-36000-P
0.0,1623196800.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-06-08 19:00:00,BTC-24SEP21-36000-P
0.0,1623283200.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-06-09 19:00:00,BTC-24SEP21-36000-P
0.0,1623369600.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-06-10 19:00:00,BTC-24SEP21-36000-P
0.0,1623456000.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-06-11 19:00:00,BTC-24SEP21-36000-P
0.0,1623542400.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-06-12 19:00:00,BTC-24SEP21-36000-P
0.0,1623628800.0,ok,0.2105,0.2105,0.2105,0.0,0.2105,2021-06-13 19:00:00,BTC-24SEP21-36000-P
2.0,1623715200.0,ok,0.202,0.202,0.2025,0.4045,0.2025,2021-06-14 19:00:00,BTC-24SEP21-36000-P
0.1,1623801600.0,ok,0.2165,0.2165,0.2165,0.02165,0.2165,2021-06-15 19:00:00,BTC-24SEP21-36000-P
0.0,1623888000.0,ok,0.2165,0.2165,0.2165,0.0,0.2165,2021-06-16 19:00:00,BTC-24SEP21-36000-P
1.5,1601942400.0,ok,0.1055,0.1055,0.1145,0.15935,0.1145,2020-10-05 19:00:00,BTC-25JUN21-16000-C
0.7,1602028800.0,ok,0.1185,0.103,0.1185,0.0761,0.107,2020-10-06 19:00:00,BTC-25JUN21-16000-C
0.4,1602115200.0,ok,0.1,0.1,0.1255,0.04325,0.1255,2020-10-07 19:00:00,BTC-25JUN21-16000-C
0.2,1602201600.0,ok,0.1455,0.1455,0.153,0.02985,0.153,2020-10-08 19:00:00,BTC-25JUN21-16000-C
0.0,1602288000.0,ok,0.153,0.153,0.153,0.0,0.153,2020-10-09 19:00:00,BTC-25JUN21-16000-C
0.0,1602374400.0,ok,0.153,0.153,0.153,0.0,0.153,2020-10-10 19:00:00,BTC-25JUN21-16000-C
0.1,1602460800.0,ok,0.1775,0.1775,0.1775,0.01775,0.1775,2020-10-11 19:00:00,BTC-25JUN21-16000-C
1.0,1602547200.0,ok,0.1775,0.1675,0.1775,0.1765,0.1675,2020-10-12 19:00:00,BTC-25JUN21-16000-C
0.0,1602633600.0,ok,0.1675,0.1675,0.1675,0.0,0.1675,2020-10-13 19:00:00,BTC-25JUN21-16000-C
0.0,1602720000.0,ok,0.1675,0.1675,0.1675,0.0,0.1675,2020-10-14 19:00:00,BTC-25JUN21-16000-C
2.6,1602806400.0,ok,0.15,0.144,0.15,0.3893,0.144,2020-10-15 19:00:00,BTC-25JUN21-16000-C
0.0,1602892800.0,ok,0.144,0.144,0.144,0.0,0.144,2020-10-16 19:00:00,BTC-25JUN21-16000-C
0.0,1602979200.0,ok,0.144,0.144,0.144,0.0,0.144,2020-10-17 19:00:00,BTC-25JUN21-16000-C
0.0,1603065600.0,ok,0.144,0.144,0.144,0.0,0.144,2020-10-18 19:00:00,BTC-25JUN21-16000-C
0.0,1603152000.0,ok,0.144,0.144,0.144,0.0,0.144,2020-10-19 19:00:00,BTC-25JUN21-16000-C
0.0,1603238400.0,ok,0.144,0.144,0.144,0.0,0.144,2020-10-20 19:00:00,BTC-25JUN21-16000-C
0.3,1603324800.0,ok,0.1705,0.1535,0.1705,0.04855,0.1535,2020-10-21 19:00:00,BTC-25JUN21-16000-C
0.1,1603411200.0,ok,0.194,0.194,0.194,0.0194,0.194,2020-10-22 19:00:00,BTC-25JUN21-16000-C
0.0,1603497600.0,ok,0.194,0.194,0.194,0.0,0.194,2020-10-23 19:00:00,BTC-25JUN21-16000-C
0.0,1603584000.0,ok,0.194,0.194,0.194,0.0,0.194,2020-10-24 19:00:00,BTC-25JUN21-16000-C
0.0,1603670400.0,ok,0.194,0.194,0.194,0.0,0.194,2020-10-25 19:00:00,BTC-25JUN21-16000-C
0.3,1603756800.0,ok,0.1455,0.1455,0.1575,0.0452,0.1575,2020-10-26 19:00:00,BTC-25JUN21-16000-C
6.2,1603843200.0,ok,0.1705,0.147,0.1775,1.07335,0.147,2020-10-27 19:00:00,BTC-25JUN21-16000-C
0.1,1603929600.0,ok,0.1465,0.1465,0.1465,0.01465,0.1465,2020-10-28 19:00:00,BTC-25JUN21-16000-C
0.0,1604016000.0,ok,0.1465,0.1465,0.1465,0.0,0.1465,2020-10-29 19:00:00,BTC-25JUN21-16000-C
0.0,1604102400.0,ok,0.1465,0.1465,0.1465,0.0,0.1465,2020-10-30 19:00:00,BTC-25JUN21-16000-C
0.0,1604188800.0,ok,0.1465,0.1465,0.1465,0.0,0.1465,2020-10-31 19:00:00,BTC-25JUN21-16000-C
0.0,1604275200.0,ok,0.1465,0.1465,0.1465,0.0,0.1465,2020-11-01 18:00:00,BTC-25JUN21-16000-C
0.0,1604361600.0,ok,0.1465,0.1465,0.1465,0.0,0.1465,2020-11-02 18:00:00,BTC-25JUN21-16000-C
