volume,ticks,status,open,low,high,cost,close,timestamp,Instrument,Type
0,1618963200,ok,0.118,0.118,0.118,0,0.118,4/20/2021 19:00,BTC-25JUN21-80000-C,C
0,1619049600,ok,0.118,0.118,0.118,0,0.118,4/21/2021 19:00,BTC-25JUN21-80000-C,C
4,1619136000,ok,0.0355,0.0355,0.0355,0.142,0.0355,4/22/2021 19:00,BTC-25JUN21-80000-C,C
0,1619222400,ok,0.0355,0.0355,0.0355,0,0.0355,4/23/2021 19:00,BTC-25JUN21-80000-C,C
0,1619308800,ok,0.0355,0.0355,0.0355,0,0.0355,4/24/2021 19:00,BTC-25JUN21-80000-C,C
0,1619395200,ok,0.0355,0.0355,0.0355,0,0.0355,4/25/2021 19:00,BTC-25JUN21-80000-C,C
0,1619481600,ok,0.0355,0.0355,0.0355,0,0.0355,4/26/2021 19:00,BTC-25JUN21-80000-C,C
25.7,1619568000,ok,0.0495,0.0285,0.0825,1.45115,0.034,4/27/2021 19:00,BTC-25JUN21-80000-C,C
3.8,1619654400,ok,0.0495,0.0475,0.2395,0.30145,0.084,4/28/2021 19:00,BTC-25JUN21-80000-C,C
0,1619740800,ok,0.084,0.084,0.084,0,0.084,4/29/2021 19:00,BTC-25JUN21-80000-C,C
0,1619827200,ok,0.084,0.084,0.084,0,0.084,4/30/2021 19:00,BTC-25JUN21-80000-C,C
0,1619913600,ok,0.084,0.084,0.084,0,0.084,5/1/2021 19:00,BTC-25JUN21-80000-C,C
0.3,1620000000,ok,0.047,0.047,0.047,0.0141,0.047,5/2/2021 19:00,BTC-25JUN21-80000-C,C
0,1620086400,ok,0.047,0.047,0.047,0,0.047,5/3/2021 19:00,BTC-25JUN21-80000-C,C
1,1620172800,ok,0.051,0.029,0.051,0.0356,0.029,5/4/2021 19:00,BTC-25JUN21-80000-C,C
0,1620259200,ok,0.029,0.029,0.029,0,0.029,5/5/2021 19:00,BTC-25JUN21-80000-C,C
921.7,1620345600,ok,0.3645,0.0305,0.3645,335.4065,0.0405,5/6/2021 19:00,BTC-25JUN21-80000-C,C
0,1620432000,ok,0.0405,0.0405,0.0405,0,0.0405,5/7/2021 19:00,BTC-25JUN21-80000-C,C
0,1620518400,ok,0.0405,0.0405,0.0405,0,0.0405,5/8/2021 19:00,BTC-25JUN21-80000-C,C
2000,1620604800,ok,0.047,0.047,0.27,285.782,0.1085,5/9/2021 19:00,BTC-25JUN21-80000-C,C
0,1620691200,ok,0.1085,0.1085,0.1085,0,0.1085,5/10/2021 19:00,BTC-25JUN21-80000-C,C
1.4,1620777600,ok,0.0285,0.023,0.0285,0.0344,0.023,5/11/2021 19:00,BTC-25JUN21-80000-C,C
0,1620864000,ok,0.023,0.023,0.023,0,0.023,5/12/2021 19:00,BTC-25JUN21-80000-C,C
0,1620950400,ok,0.023,0.023,0.023,0,0.023,5/13/2021 19:00,BTC-25JUN21-80000-C,C
1,1621036800,ok,0.0145,0.0145,0.0145,0.0145,0.0145,5/14/2021 19:00,BTC-25JUN21-80000-C,C
2,1621123200,ok,0.023,0.023,0.3615,0.3845,0.3615,5/15/2021 19:00,BTC-25JUN21-80000-C,C
0,1621209600,ok,0.3615,0.3615,0.3615,0,0.3615,5/16/2021 19:00,BTC-25JUN21-80000-C,C
4,1621296000,ok,0.0165,0.0145,0.0165,0.0618,0.0145,5/17/2021 19:00,BTC-25JUN21-80000-C,C
0,1621382400,ok,0.0145,0.0145,0.0145,0,0.0145,5/18/2021 19:00,BTC-25JUN21-80000-C,C
0,1621468800,ok,0.0145,0.0145,0.0145,0,0.0145,5/19/2021 19:00,BTC-25JUN21-80000-C,C
0,1621555200,ok,0.0145,0.0145,0.0145,0,0.0145,5/20/2021 19:00,BTC-25JUN21-80000-C,C
0,1621641600,ok,0.0145,0.0145,0.0145,0,0.0145,5/21/2021 19:00,BTC-25JUN21-80000-C,C
0,1621728000,ok,0.0145,0.0145,0.0145,0,0.0145,5/22/2021 19:00,BTC-25JUN21-80000-C,C
0,1621814400,ok,0.0145,0.0145,0.0145,0,0.0145,5/23/2021 19:00,BTC-25JUN21-80000-C,C
0.8,1621900800,ok,0.007,0.007,0.007,0.0056,0.007,5/24/2021 19:00,BTC-25JUN21-80000-C,C
0,1621987200,ok,0.007,0.007,0.007,0,0.007,5/25/2021 19:00,BTC-25JUN21-80000-C,C
0,1622073600,ok,0.007,0.007,0.007,0,0.007,5/26/2021 19:00,BTC-25JUN21-80000-C,C
0,1622160000,ok,0.007,0.007,0.007,0,0.007,5/27/2021 19:00,BTC-25JUN21-80000-C,C
0,1622246400,ok,0.007,0.007,0.007,0,0.007,5/28/2021 19:00,BTC-25JUN21-80000-C,C
0,1622332800,ok,0.007,0.007,0.007,0,0.007,5/29/2021 19:00,BTC-25JUN21-80000-C,C
0,1622419200,ok,0.007,0.007,0.007,0,0.007,5/30/2021 19:00,BTC-25JUN21-80000-C,C
0,1622505600,ok,0.007,0.007,0.007,0,0.007,5/31/2021 19:00,BTC-25JUN21-80000-C,C
0,1622592000,ok,0.007,0.007,0.007,0,0.007,6/1/2021 19:00,BTC-25JUN21-80000-C,C
0,1622678400,ok,0.007,0.007,0.007,0,0.007,6/2/2021 19:00,BTC-25JUN21-80000-C,C
0,1622764800,ok,0.007,0.007,0.007,0,0.007,6/3/2021 19:00,BTC-25JUN21-80000-C,C
1,1622851200,ok,0.0105,0.0105,0.0105,0.0105,0.0105,6/4/2021 19:00,BTC-25JUN21-80000-C,C
0.4,1622937600,ok,0.0005,0.0005,0.0005,0.0002,0.0005,6/5/2021 19:00,BTC-25JUN21-80000-C,C
6.4,1623024000,ok,0.025,0.0185,0.025,0.1398,0.022,6/6/2021 19:00,BTC-25JUN21-80000-C,C
16.5,1622419200,ok,0.027,0.0235,0.028,0.4285,0.0265,5/30/2021 19:00,BTC-18JUN21-30000-P,P
0,1622505600,ok,0.0265,0.0265,0.0265,0,0.0265,5/31/2021 19:00,BTC-18JUN21-30000-P,P
0,1622592000,ok,0.0265,0.0265,0.0265,0,0.0265,6/1/2021 19:00,BTC-18JUN21-30000-P,P
3.3,1622678400,ok,0.0205,0.0145,0.0205,0.05105,0.016,6/2/2021 19:00,BTC-18JUN21-30000-P,P
1,1622764800,ok,0.0185,0.0185,0.0185,0.0185,0.0185,6/3/2021 19:00,BTC-18JUN21-30000-P,P
0,1622851200,ok,0.0185,0.0185,0.0185,0,0.0185,6/4/2021 19:00,BTC-18JUN21-30000-P,P
0.1,1622937600,ok,0.0185,0.0185,0.0185,0.00185,0.0185,6/5/2021 19:00,BTC-18JUN21-30000-P,P
3.2,1623024000,ok,0.018,0.0085,0.0215,0.0436,0.012,6/6/2021 19:00,BTC-18JUN21-30000-P,P
0.1,1600992000,ok,0.925,0.925,0.925,0.0925,0.925,9/24/2020 19:00,BTC-25JUN21-20000-P,P
0,1601078400,ok,0.925,0.925,0.925,0,0.925,9/25/2020 19:00,BTC-25JUN21-20000-P,P
0,1601164800,ok,0.925,0.925,0.925,0,0.925,9/26/2020 19:00,BTC-25JUN21-20000-P,P
0,1601251200,ok,0.925,0.925,0.925,0,0.925,9/27/2020 19:00,BTC-25JUN21-20000-P,P
0,1601337600,ok,0.925,0.925,0.925,0,0.925,9/28/2020 19:00,BTC-25JUN21-20000-P,P
0,1601424000,ok,0.925,0.925,0.925,0,0.925,9/29/2020 19:00,BTC-25JUN21-20000-P,P
0,1601510400,ok,0.925,0.925,0.925,0,0.925,9/30/2020 19:00,BTC-25JUN21-20000-P,P
0,1601596800,ok,0.925,0.925,0.925,0,0.925,10/1/2020 19:00,BTC-25JUN21-20000-P,P
0,1601683200,ok,0.925,0.925,0.925,0,0.925,10/2/2020 19:00,BTC-25JUN21-20000-P,P
0,1601769600,ok,0.925,0.925,0.925,0,0.925,10/3/2020 19:00,BTC-25JUN21-20000-P,P
0.6,1601856000,ok,0.899,0.8895,0.931,0.5449,0.8945,10/4/2020 19:00,BTC-25JUN21-20000-P,P
0,1601942400,ok,0.8945,0.8945,0.8945,0,0.8945,10/5/2020 19:00,BTC-25JUN21-20000-P,P
0.4,1602028800,ok,0.868,0.8595,0.868,0.34515,0.86,10/6/2020 19:00,BTC-25JUN21-20000-P,P
0.2,1602115200,ok,0.8685,0.8685,0.8685,0.1737,0.8685,10/7/2020 19:00,BTC-25JUN21-20000-P,P
0,1602201600,ok,0.8685,0.8685,0.8685,0,0.8685,10/8/2020 19:00,BTC-25JUN21-20000-P,P
0,1602288000,ok,0.8685,0.8685,0.8685,0,0.8685,10/9/2020 19:00,BTC-25JUN21-20000-P,P
0,1602374400,ok,0.8685,0.8685,0.8685,0,0.8685,10/10/2020 19:00,BTC-25JUN21-20000-P,P
0,1602460800,ok,0.8685,0.8685,0.8685,0,0.8685,10/11/2020 19:00,BTC-25JUN21-20000-P,P
0,1602547200,ok,0.8685,0.8685,0.8685,0,0.8685,10/12/2020 19:00,BTC-25JUN21-20000-P,P
0,1602633600,ok,0.8685,0.8685,0.8685,0,0.8685,10/13/2020 19:00,BTC-25JUN21-20000-P,P
0,1602720000,ok,0.8685,0.8685,0.8685,0,0.8685,10/14/2020 19:00,BTC-25JUN21-20000-P,P
0,1602806400,ok,0.8685,0.8685,0.8685,0,0.8685,10/15/2020 19:00,BTC-25JUN21-20000-P,P
0,1602892800,ok,0.8685,0.8685,0.8685,0,0.8685,10/16/2020 19:00,BTC-25JUN21-20000-P,P
0.1,1602979200,ok,0.7675,0.7675,0.7675,0.07675,0.7675,10/17/2020 19:00,BTC-25JUN21-20000-P,P
0,1603065600,ok,0.7675,0.7675,0.7675,0,0.7675,10/18/2020 19:00,BTC-25JUN21-20000-P,P
0.3,1603152000,ok,0.6915,0.6765,0.6915,0.20515,0.6765,10/19/2020 19:00,BTC-25JUN21-20000-P,P
0.6,1603238400,ok,0.668,0.6525,0.668,0.3988,0.6635,10/20/2020 19:00,BTC-25JUN21-20000-P,P
0.7,1603324800,ok,0.667,0.637,0.721,0.4784,0.637,10/21/2020 19:00,BTC-25JUN21-20000-P,P
0,1603411200,ok,0.637,0.637,0.637,0,0.637,10/22/2020 19:00,BTC-25JUN21-20000-P,P
0,1603497600,ok,0.637,0.637,0.637,0,0.637,10/23/2020 19:00,BTC-25JUN21-20000-P,P
0,1603584000,ok,0.637,0.637,0.637,0,0.637,10/24/2020 19:00,BTC-25JUN21-20000-P,P
0,1603670400,ok,0.637,0.637,0.637,0,0.637,10/25/2020 19:00,BTC-25JUN21-20000-P,P
0,1603756800,ok,0.637,0.637,0.637,0,0.637,10/26/2020 19:00,BTC-25JUN21-20000-P,P
0,1603843200,ok,0.637,0.637,0.637,0,0.637,10/27/2020 19:00,BTC-25JUN21-20000-P,P
0,1603929600,ok,0.637,0.637,0.637,0,0.637,10/28/2020 19:00,BTC-25JUN21-20000-P,P
0,1604016000,ok,0.637,0.637,0.637,0,0.637,10/29/2020 19:00,BTC-25JUN21-20000-P,P
1,1604102400,ok,0.592,0.592,0.592,0.592,0.592,10/30/2020 19:00,BTC-25JUN21-20000-P,P
0,1604188800,ok,0.592,0.592,0.592,0,0.592,10/31/2020 19:00,BTC-25JUN21-20000-P,P
0,1604275200,ok,0.592,0.592,0.592,0,0.592,11/1/2020 18:00,BTC-25JUN21-20000-P,P
0,1604361600,ok,0.592,0.592,0.592,0,0.592,11/2/2020 18:00,BTC-25JUN21-20000-P,P
0,1604448000,ok,0.592,0.592,0.592,0,0.592,11/3/2020 18:00,BTC-25JUN21-20000-P,P
0,1604534400,ok,0.592,0.592,0.592,0,0.592,11/4/2020 18:00,BTC-25JUN21-20000-P,P
0,1604620800,ok,0.592,0.592,0.592,0,0.592,11/5/2020 18:00,BTC-25JUN21-20000-P,P
0,1604707200,ok,0.592,0.592,0.592,0,0.592,11/6/2020 18:00,BTC-25JUN21-20000-P,P
0,1604793600,ok,0.592,0.592,0.592,0,0.592,11/7/2020 18:00,BTC-25JUN21-20000-P,P
0,1604880000,ok,0.592,0.592,0.592,0,0.592,11/8/2020 18:00,BTC-25JUN21-20000-P,P
0,1604966400,ok,0.592,0.592,0.592,0,0.592,11/9/2020 18:00,BTC-25JUN21-20000-P,P
0,1605052800,ok,0.592,0.592,0.592,0,0.592,11/10/2020 18:00,BTC-25JUN21-20000-P,P
0,1605139200,ok,0.592,0.592,0.592,0,0.592,11/11/2020 18:00,BTC-25JUN21-20000-P,P
0,1605225600,ok,0.592,0.592,0.592,0,0.592,11/12/2020 18:00,BTC-25JUN21-20000-P,P
0,1605312000,ok,0.592,0.592,0.592,0,0.592,11/13/2020 18:00,BTC-25JUN21-20000-P,P
0,1605398400,ok,0.592,0.592,0.592,0,0.592,11/14/2020 18:00,BTC-25JUN21-20000-P,P
0,1605484800,ok,0.592,0.592,0.592,0,0.592,11/15/2020 18:00,BTC-25JUN21-20000-P,P
0,1605571200,ok,0.592,0.592,0.592,0,0.592,11/16/2020 18:00,BTC-25JUN21-20000-P,P
0,1605657600,ok,0.592,0.592,0.592,0,0.592,11/17/2020 18:00,BTC-25JUN21-20000-P,P
0.6,1605744000,ok,0.218,0.218,0.218,0.1308,0.218,11/18/2020 18:00,BTC-25JUN21-20000-P,P
0,1605830400,ok,0.218,0.218,0.218,0,0.218,11/19/2020 18:00,BTC-25JUN21-20000-P,P
0,1605916800,ok,0.218,0.218,0.218,0,0.218,11/20/2020 18:00,BTC-25JUN21-20000-P,P
0,1606003200,ok,0.218,0.218,0.218,0,0.218,11/21/2020 18:00,BTC-25JUN21-20000-P,P
0,1606089600,ok,0.218,0.218,0.218,0,0.218,11/22/2020 18:00,BTC-25JUN21-20000-P,P
0,1606176000,ok,0.218,0.218,0.218,0,0.218,11/23/2020 18:00,BTC-25JUN21-20000-P,P
0.1,1606262400,ok,0.1475,0.1475,0.1475,0.01475,0.1475,11/24/2020 18:00,BTC-25JUN21-20000-P,P
0,1606348800,ok,0.1475,0.1475,0.1475,0,0.1475,11/25/2020 18:00,BTC-25JUN21-20000-P,P
0,1606435200,ok,0.1475,0.1475,0.1475,0,0.1475,11/26/2020 18:00,BTC-25JUN21-20000-P,P
0,1606521600,ok,0.1475,0.1475,0.1475,0,0.1475,11/27/2020 18:00,BTC-25JUN21-20000-P,P
0,1606608000,ok,0.1475,0.1475,0.1475,0,0.1475,11/28/2020 18:00,BTC-25JUN21-20000-P,P
0.5,1606694400,ok,0.259,0.259,0.265,0.13115,0.264,11/29/2020 18:00,BTC-25JUN21-20000-P,P
0.3,1606780800,ok,0.2275,0.2275,0.2725,0.07725,0.2725,11/30/2020 18:00,BTC-25JUN21-20000-P,P
4.8,1606867200,ok,0.2655,0.166,0.2655,1.0874,0.166,12/1/2020 18:00,BTC-25JUN21-20000-P,P
0.2,1606953600,ok,0.155,0.155,0.155,0.031,0.155,12/2/2020 18:00,BTC-25JUN21-20000-P,P
0,1607040000,ok,0.155,0.155,0.155,0,0.155,12/3/2020 18:00,BTC-25JUN21-20000-P,P
0,1607126400,ok,0.155,0.155,0.155,0,0.155,12/4/2020 18:00,BTC-25JUN21-20000-P,P
0,1607212800,ok,0.155,0.155,0.155,0,0.155,12/5/2020 18:00,BTC-25JUN21-20000-P,P
0.6,1607299200,ok,0.0915,0.0915,0.1455,0.0808,0.1435,12/6/2020 18:00,BTC-25JUN21-20000-P,P
0,1607385600,ok,0.1435,0.1435,0.1435,0,0.1435,12/7/2020 18:00,BTC-25JUN21-20000-P,P
0,1607472000,ok,0.1435,0.1435,0.1435,0,0.1435,12/8/2020 18:00,BTC-25JUN21-20000-P,P
0,1607558400,ok,0.1435,0.1435,0.1435,0,0.1435,12/9/2020 18:00,BTC-25JUN21-20000-P,P
0,1607644800,ok,0.1435,0.1435,0.1435,0,0.1435,12/10/2020 18:00,BTC-25JUN21-20000-P,P
0,1607731200,ok,0.1435,0.1435,0.1435,0,0.1435,12/11/2020 18:00,BTC-25JUN21-20000-P,P
0,1607817600,ok,0.1435,0.1435,0.1435,0,0.1435,12/12/2020 18:00,BTC-25JUN21-20000-P,P
0,1607904000,ok,0.1435,0.1435,0.1435,0,0.1435,12/13/2020 18:00,BTC-25JUN21-20000-P,P
0,1607990400,ok,0.1435,0.1435,0.1435,0,0.1435,12/14/2020 18:00,BTC-25JUN21-20000-P,P
0,1608076800,ok,0.1435,0.1435,0.1435,0,0.1435,12/15/2020 18:00,BTC-25JUN21-20000-P,P
0,1608163200,ok,0.1435,0.1435,0.1435,0,0.1435,12/16/2020 18:00,BTC-25JUN21-20000-P,P
0,1608249600,ok,0.1435,0.1435,0.1435,0,0.1435,12/17/2020 18:00,BTC-25JUN21-20000-P,P
0,1608336000,ok,0.1435,0.1435,0.1435,0,0.1435,12/18/2020 18:00,BTC-25JUN21-20000-P,P
0.1,1608422400,ok,0.18,0.18,0.18,0.018,0.18,12/19/2020 18:00,BTC-25JUN21-20000-P,P
1,1608508800,ok,0.1805,0.165,0.185,0.1781,0.1815,12/20/2020 18:00,BTC-25JUN21-20000-P,P
1.5,1608595200,ok,0.185,0.1775,0.1965,0.28475,0.1775,12/21/2020 18:00,BTC-25JUN21-20000-P,P
1.5,1608681600,ok,0.167,0.139,0.167,0.2299,0.1445,12/22/2020 18:00,BTC-25JUN21-20000-P,P
4.1,1608768000,ok,0.152,0.1425,0.2065,0.67275,0.1495,12/23/2020 18:00,BTC-25JUN21-20000-P,P
0,1608854400,ok,0.1495,0.1495,0.1495,0,0.1495,12/24/2020 18:00,BTC-25JUN21-20000-P,P
0.1,1608940800,ok,0.129,0.129,0.129,0.0129,0.129,12/25/2020 18:00,BTC-25JUN21-20000-P,P
0.1,1609027200,ok,0.129,0.129,0.129,0.0129,0.129,12/26/2020 18:00,BTC-25JUN21-20000-P,P
7.1,1609113600,ok,0.109,0.0815,0.12,0.74515,0.1165,12/27/2020 18:00,BTC-25JUN21-20000-P,P
3.4,1609200000,ok,0.121,0.109,0.1405,0.42305,0.116,12/28/2020 18:00,BTC-25JUN21-20000-P,P
0,1609286400,ok,0.116,0.116,0.116,0,0.116,12/29/2020 18:00,BTC-25JUN21-20000-P,P
0,1609372800,ok,0.116,0.116,0.116,0,0.116,12/30/2020 18:00,BTC-25JUN21-20000-P,P
0.1,1609459200,ok,0.1675,0.1675,0.1675,0.01675,0.1675,12/31/2020 18:00,BTC-25JUN21-20000-P,P
0,1609545600,ok,0.1675,0.1675,0.1675,0,0.1675,1/1/2021 18:00,BTC-25JUN21-20000-P,P
0,1609632000,ok,0.1675,0.1675,0.1675,0,0.1675,1/2/2021 18:00,BTC-25JUN21-20000-P,P
0.4,1609718400,ok,0.126,0.1235,0.174,0.05935,0.17,1/3/2021 18:00,BTC-25JUN21-20000-P,P
0,1609804800,ok,0.17,0.17,0.17,0,0.17,1/4/2021 18:00,BTC-25JUN21-20000-P,P
2.8,1609891200,ok,0.1475,0.0405,0.1475,0.2617,0.0425,1/5/2021 18:00,BTC-25JUN21-20000-P,P
3.9,1609977600,ok,0.1335,0.0835,0.141,0.3679,0.1025,1/6/2021 18:00,BTC-25JUN21-20000-P,P
3.6,1610064000,ok,0.093,0.0335,0.093,0.1625,0.044,1/7/2021 18:00,BTC-25JUN21-20000-P,P
0,1610150400,ok,0.044,0.044,0.044,0,0.044,1/8/2021 18:00,BTC-25JUN21-20000-P,P
0,1610236800,ok,0.044,0.044,0.044,0,0.044,1/9/2021 18:00,BTC-25JUN21-20000-P,P
2.6,1610323200,ok,0.0005,0.0005,0.065,0.11165,0.065,1/10/2021 18:00,BTC-25JUN21-20000-P,P
4.5,1610409600,ok,0.025,0.025,0.055,0.1958,0.0515,1/11/2021 18:00,BTC-25JUN21-20000-P,P
1.3,1610496000,ok,0.043,0.041,0.05,0.0591,0.048,1/12/2021 18:00,BTC-25JUN21-20000-P,P
0,1610582400,ok,0.048,0.048,0.048,0,0.048,1/13/2021 18:00,BTC-25JUN21-20000-P,P
0.1,1610668800,ok,0.031,0.031,0.031,0.0031,0.031,1/14/2021 18:00,BTC-25JUN21-20000-P,P
0,1610755200,ok,0.031,0.031,0.031,0,0.031,1/15/2021 18:00,BTC-25JUN21-20000-P,P
0,1610841600,ok,0.031,0.031,0.031,0,0.031,1/16/2021 18:00,BTC-25JUN21-20000-P,P
0.1,1610928000,ok,0.043,0.043,0.043,0.0043,0.043,1/17/2021 18:00,BTC-25JUN21-20000-P,P
2.7,1611014400,ok,0.0275,0.0265,0.0385,0.08665,0.032,1/18/2021 18:00,BTC-25JUN21-20000-P,P
2.6,1611100800,ok,0.033,0.032,0.0395,0.0884,0.032,1/19/2021 18:00,BTC-25JUN21-20000-P,P
1.6,1611187200,ok,0.0485,0.0345,0.0645,0.0821,0.051,1/20/2021 18:00,BTC-25JUN21-20000-P,P
0.1,1611273600,ok,0.0465,0.0465,0.0465,0.00465,0.0465,1/21/2021 18:00,BTC-25JUN21-20000-P,P
0,1611360000,ok,0.0465,0.0465,0.0465,0,0.0465,1/22/2021 18:00,BTC-25JUN21-20000-P,P
0,1611446400,ok,0.0465,0.0465,0.0465,0,0.0465,1/23/2021 18:00,BTC-25JUN21-20000-P,P
0,1611532800,ok,0.0465,0.0465,0.0465,0,0.0465,1/24/2021 18:00,BTC-25JUN21-20000-P,P
0.7,1611619200,ok,0.071,0.0695,0.071,0.0491,0.07,1/25/2021 18:00,BTC-25JUN21-20000-P,P
0.3,1611705600,ok,0.099,0.091,0.105,0.0295,0.091,1/26/2021 18:00,BTC-25JUN21-20000-P,P
8.1,1611792000,ok,0.008,0.008,0.4,0.50675,0.049,1/27/2021 18:00,BTC-25JUN21-20000-P,P
0.8,1611878400,ok,0.031,0.026,0.031,0.02365,0.026,1/28/2021 18:00,BTC-25JUN21-20000-P,P
4,1611964800,ok,0.0305,0.0305,0.0335,0.13355,0.0335,1/29/2021 18:00,BTC-25JUN21-20000-P,P
0,1612051200,ok,0.0335,0.0335,0.0335,0,0.0335,1/30/2021 18:00,BTC-25JUN21-20000-P,P
0.8,1612137600,ok,0.0335,0.033,0.0405,0.028,0.0405,1/31/2021 18:00,BTC-25JUN21-20000-P,P
0.7,1612224000,ok,0.0285,0.022,0.0315,0.01865,0.022,2/1/2021 18:00,BTC-25JUN21-20000-P,P
3.3,1612310400,ok,0.022,0.0195,0.033,0.0746,0.0195,2/2/2021 18:00,BTC-25JUN21-20000-P,P
1.9,1612396800,ok,0.021,0.0175,0.0245,0.03855,0.02,2/3/2021 18:00,BTC-25JUN21-20000-P,P
4.8,1612483200,ok,0.0215,0.017,0.0365,0.10295,0.0205,2/4/2021 18:00,BTC-25JUN21-20000-P,P
0,1612569600,ok,0.0205,0.0205,0.0205,0,0.0205,2/5/2021 18:00,BTC-25JUN21-20000-P,P
0.2,1612656000,ok,0.018,0.0135,0.018,0.00315,0.0135,2/6/2021 18:00,BTC-25JUN21-20000-P,P
0.3,1612742400,ok,0.012,0.008,0.0135,0.00335,0.0135,2/7/2021 18:00,BTC-25JUN21-20000-P,P
0.7,1612828800,ok,0.0105,0.0015,0.013,0.005,0.004,2/8/2021 18:00,BTC-25JUN21-20000-P,P
0,1612915200,ok,0.004,0.004,0.004,0,0.004,2/9/2021 18:00,BTC-25JUN21-20000-P,P
0.3,1613001600,ok,0.011,0.0055,0.011,0.0022,0.0055,2/10/2021 18:00,BTC-25JUN21-20000-P,P
0,1613088000,ok,0.0055,0.0055,0.0055,0,0.0055,2/11/2021 18:00,BTC-25JUN21-20000-P,P
0,1613174400,ok,0.0055,0.0055,0.0055,0,0.0055,2/12/2021 18:00,BTC-25JUN21-20000-P,P
0,1613260800,ok,0.0055,0.0055,0.0055,0,0.0055,2/13/2021 18:00,BTC-25JUN21-20000-P,P
0,1613347200,ok,0.0055,0.0055,0.0055,0,0.0055,2/14/2021 18:00,BTC-25JUN21-20000-P,P
0,1613433600,ok,0.0055,0.0055,0.0055,0,0.0055,2/15/2021 18:00,BTC-25JUN21-20000-P,P
1,1613520000,ok,0.0205,0.0035,0.0205,0.0113,0.007,2/16/2021 18:00,BTC-25JUN21-20000-P,P
2.2,1613606400,ok,0.004,0.004,0.032,0.05575,0.0265,2/17/2021 18:00,BTC-25JUN21-20000-P,P
0.1,1613692800,ok,0.0165,0.0165,0.0165,0.00165,0.0165,2/18/2021 18:00,BTC-25JUN21-20000-P,P
0,1613779200,ok,0.0165,0.0165,0.0165,0,0.0165,2/19/2021 18:00,BTC-25JUN21-20000-P,P
0,1613865600,ok,0.0165,0.0165,0.0165,0,0.0165,2/20/2021 18:00,BTC-25JUN21-20000-P,P
0,1613952000,ok,0.0165,0.0165,0.0165,0,0.0165,2/21/2021 18:00,BTC-25JUN21-20000-P,P
0.6,1614038400,ok,0.0555,0.0555,0.073,0.0401,0.073,2/22/2021 18:00,BTC-25JUN21-20000-P,P
3.7,1614124800,ok,0.0295,0.0275,0.072,0.13595,0.072,2/23/2021 18:00,BTC-25JUN21-20000-P,P
0.8,1614211200,ok,0.067,0.031,0.067,0.0422,0.031,2/24/2021 18:00,BTC-25JUN21-20000-P,P
0,1614297600,ok,0.031,0.031,0.031,0,0.031,2/25/2021 18:00,BTC-25JUN21-20000-P,P
0,1614384000,ok,0.031,0.031,0.031,0,0.031,2/26/2021 18:00,BTC-25JUN21-20000-P,P
0,1614470400,ok,0.031,0.031,0.031,0,0.031,2/27/2021 18:00,BTC-25JUN21-20000-P,P
1.7,1614556800,ok,0.018,0.018,0.0675,0.05005,0.029,2/28/2021 18:00,BTC-25JUN21-20000-P,P
21.2,1614643200,ok,0.026,0.0215,0.032,0.53555,0.032,3/1/2021 18:00,BTC-25JUN21-20000-P,P
0.2,1614729600,ok,0.0405,0.0405,0.0405,0.0081,0.0405,3/2/2021 18:00,BTC-25JUN21-20000-P,P
1.6,1614816000,ok,0.012,0.003,0.024,0.01565,0.0035,3/3/2021 18:00,BTC-25JUN21-20000-P,P
0.4,1614902400,ok,0.0245,0.0245,0.0245,0.0098,0.0245,3/4/2021 18:00,BTC-25JUN21-20000-P,P
0,1614988800,ok,0.0245,0.0245,0.0245,0,0.0245,3/5/2021 18:00,BTC-25JUN21-20000-P,P
48,1615075200,ok,0.026,0.026,0.0275,1.272,0.0275,3/6/2021 18:00,BTC-25JUN21-20000-P,P
0,1615161600,ok,0.0275,0.0275,0.0275,0,0.0275,3/7/2021 18:00,BTC-25JUN21-20000-P,P
0,1615248000,ok,0.0275,0.0275,0.0275,0,0.0275,3/8/2021 18:00,BTC-25JUN21-20000-P,P
1.3,1615334400,ok,0.014,0.009,0.014,0.01355,0.009,3/9/2021 18:00,BTC-25JUN21-20000-P,P
2.8,1615420800,ok,0.0115,0.01,0.0115,0.0308,0.01,3/10/2021 18:00,BTC-25JUN21-20000-P,P
0,1615507200,ok,0.01,0.01,0.01,0,0.01,3/11/2021 18:00,BTC-25JUN21-20000-P,P
0,1615593600,ok,0.01,0.01,0.01,0,0.01,3/12/2021 18:00,BTC-25JUN21-20000-P,P
0,1615680000,ok,0.01,0.01,0.01,0,0.01,3/13/2021 18:00,BTC-25JUN21-20000-P,P
0,1615766400,ok,0.01,0.01,0.01,0,0.01,3/14/2021 19:00,BTC-25JUN21-20000-P,P
0.4,1615852800,ok,0.0075,0.0075,0.0075,0.003,0.0075,3/15/2021 19:00,BTC-25JUN21-20000-P,P
16.8,1615939200,ok,0.0075,0.0075,0.0075,0.126,0.0075,3/16/2021 19:00,BTC-25JUN21-20000-P,P
6.4,1616025600,ok,0.0065,0.006,0.0065,0.04095,0.006,3/17/2021 19:00,BTC-25JUN21-20000-P,P
2.8,1616112000,ok,0.0075,0.0035,0.0075,0.0154,0.0035,3/18/2021 19:00,BTC-25JUN21-20000-P,P
0,1616198400,ok,0.0035,0.0035,0.0035,0,0.0035,3/19/2021 19:00,BTC-25JUN21-20000-P,P
