volume,ticks,status,open,low,high,cost,close,timestamp,Instrument,Type
0,1621900800,ok,2.018,2.018,2.018,0,2.018,5/24/2021 19:00,BTC-24SEP21-200000-P,P
0,1621987200,ok,2.018,2.018,2.018,0,2.018,5/25/2021 19:00,BTC-24SEP21-200000-P,P
0,1622073600,ok,2.018,2.018,2.018,0,2.018,5/26/2021 19:00,BTC-24SEP21-200000-P,P
0,1622160000,ok,2.018,2.018,2.018,0,2.018,5/27/2021 19:00,BTC-24SEP21-200000-P,P
0,1622246400,ok,2.018,2.018,2.018,0,2.018,5/28/2021 19:00,BTC-24SEP21-200000-P,P
0,1622332800,ok,2.018,2.018,2.018,0,2.018,5/29/2021 19:00,BTC-24SEP21-200000-P,P
0,1622419200,ok,2.018,2.018,2.018,0,2.018,5/30/2021 19:00,BTC-24SEP21-200000-P,P
0,1622505600,ok,2.018,2.018,2.018,0,2.018,5/31/2021 19:00,BTC-24SEP21-200000-P,P
0,1622592000,ok,2.018,2.018,2.018,0,2.018,6/1/2021 19:00,BTC-24SEP21-200000-P,P
0,1622678400,ok,2.018,2.018,2.018,0,2.018,6/2/2021 19:00,BTC-24SEP21-200000-P,P
0,1622764800,ok,2.018,2.018,2.018,0,2.018,6/3/2021 19:00,BTC-24SEP21-200000-P,P
0,1622851200,ok,2.018,2.018,2.018,0,2.018,6/4/2021 19:00,BTC-24SEP21-200000-P,P
0,1622937600,ok,2.018,2.018,2.018,0,2.018,6/5/2021 19:00,BTC-24SEP21-200000-P,P
0,1623024000,ok,2.018,2.018,2.018,0,2.018,6/6/2021 19:00,BTC-24SEP21-200000-P,P
0.1,1601424000,ok,0.279,0.279,0.279,0.0279,0.279,9/29/2020 19:00,BTC-24SEP21-12000-C,C
0,1601510400,ok,0.279,0.279,0.279,0,0.279,9/30/2020 19:00,BTC-24SEP21-12000-C,C
0,1601596800,ok,0.279,0.279,0.279,0,0.279,10/1/2020 19:00,BTC-24SEP21-12000-C,C
0,1601683200,ok,0.279,0.279,0.279,0,0.279,10/2/2020 19:00,BTC-24SEP21-12000-C,C
0,1601769600,ok,0.279,0.279,0.279,0,0.279,10/3/2020 19:00,BTC-24SEP21-12000-C,C
0,1601856000,ok,0.279,0.279,0.279,0,0.279,10/4/2020 19:00,BTC-24SEP21-12000-C,C
0,1601942400,ok,0.279,0.279,0.279,0,0.279,10/5/2020 19:00,BTC-24SEP21-12000-C,C
2.4,1602028800,ok,0.2235,0.2235,0.282,0.5908,0.282,10/6/2020 19:00,BTC-24SEP21-12000-C,C
0.4,1602115200,ok,0.2565,0.193,0.2565,0.094,0.2475,10/7/2020 19:00,BTC-24SEP21-12000-C,C
0,1602201600,ok,0.2475,0.2475,0.2475,0,0.2475,10/8/2020 19:00,BTC-24SEP21-12000-C,C
0,1602288000,ok,0.2475,0.2475,0.2475,0,0.2475,10/9/2020 19:00,BTC-24SEP21-12000-C,C
0,1602374400,ok,0.2475,0.2475,0.2475,0,0.2475,10/10/2020 19:00,BTC-24SEP21-12000-C,C
0,1602460800,ok,0.2475,0.2475,0.2475,0,0.2475,10/11/2020 19:00,BTC-24SEP21-12000-C,C
1,1602547200,ok,0.332,0.332,0.332,0.332,0.332,10/12/2020 19:00,BTC-24SEP21-12000-C,C
0,1602633600,ok,0.332,0.332,0.332,0,0.332,10/13/2020 19:00,BTC-24SEP21-12000-C,C
0,1602720000,ok,0.332,0.332,0.332,0,0.332,10/14/2020 19:00,BTC-24SEP21-12000-C,C
0,1602806400,ok,0.332,0.332,0.332,0,0.332,10/15/2020 19:00,BTC-24SEP21-12000-C,C
0,1602892800,ok,0.332,0.332,0.332,0,0.332,10/16/2020 19:00,BTC-24SEP21-12000-C,C
0,1602979200,ok,0.332,0.332,0.332,0,0.332,10/17/2020 19:00,BTC-24SEP21-12000-C,C
0,1603065600,ok,0.332,0.332,0.332,0,0.332,10/18/2020 19:00,BTC-24SEP21-12000-C,C
0,1603152000,ok,0.332,0.332,0.332,0,0.332,10/19/2020 19:00,BTC-24SEP21-12000-C,C
0,1603238400,ok,0.332,0.332,0.332,0,0.332,10/20/2020 19:00,BTC-24SEP21-12000-C,C
0,1603324800,ok,0.332,0.332,0.332,0,0.332,10/21/2020 19:00,BTC-24SEP21-12000-C,C
0,1603411200,ok,0.332,0.332,0.332,0,0.332,10/22/2020 19:00,BTC-24SEP21-12000-C,C
0,1603497600,ok,0.332,0.332,0.332,0,0.332,10/23/2020 19:00,BTC-24SEP21-12000-C,C
0,1603584000,ok,0.332,0.332,0.332,0,0.332,10/24/2020 19:00,BTC-24SEP21-12000-C,C
0,1603670400,ok,0.332,0.332,0.332,0,0.332,10/25/2020 19:00,BTC-24SEP21-12000-C,C
0,1603756800,ok,0.332,0.332,0.332,0,0.332,10/26/2020 19:00,BTC-24SEP21-12000-C,C
0,1603843200,ok,0.332,0.332,0.332,0,0.332,10/27/2020 19:00,BTC-24SEP21-12000-C,C
0,1603929600,ok,0.332,0.332,0.332,0,0.332,10/28/2020 19:00,BTC-24SEP21-12000-C,C
0,1604016000,ok,0.332,0.332,0.332,0,0.332,10/29/2020 19:00,BTC-24SEP21-12000-C,C
0,1604102400,ok,0.332,0.332,0.332,0,0.332,10/30/2020 19:00,BTC-24SEP21-12000-C,C
0,1604188800,ok,0.332,0.332,0.332,0,0.332,10/31/2020 19:00,BTC-24SEP21-12000-C,C
0,1604275200,ok,0.332,0.332,0.332,0,0.332,11/1/2020 18:00,BTC-24SEP21-12000-C,C
0,1604361600,ok,0.332,0.332,0.332,0,0.332,11/2/2020 18:00,BTC-24SEP21-12000-C,C
0,1604448000,ok,0.332,0.332,0.332,0,0.332,11/3/2020 18:00,BTC-24SEP21-12000-C,C
0,1604534400,ok,0.332,0.332,0.332,0,0.332,11/4/2020 18:00,BTC-24SEP21-12000-C,C
0,1604620800,ok,0.332,0.332,0.332,0,0.332,11/5/2020 18:00,BTC-24SEP21-12000-C,C
0,1604707200,ok,0.332,0.332,0.332,0,0.332,11/6/2020 18:00,BTC-24SEP21-12000-C,C
0,1604793600,ok,0.332,0.332,0.332,0,0.332,11/7/2020 18:00,BTC-24SEP21-12000-C,C
0,1604880000,ok,0.332,0.332,0.332,0,0.332,11/8/2020 18:00,BTC-24SEP21-12000-C,C
0,1604966400,ok,0.332,0.332,0.332,0,0.332,11/9/2020 18:00,BTC-24SEP21-12000-C,C
0,1605052800,ok,0.332,0.332,0.332,0,0.332,11/10/2020 18:00,BTC-24SEP21-12000-C,C
0.1,1605139200,ok,0.3255,0.3255,0.3255,0.03255,0.3255,11/11/2020 18:00,BTC-24SEP21-12000-C,C
3,1605225600,ok,0.3475,0.3155,0.3475,1.0393,0.3155,11/12/2020 18:00,BTC-24SEP21-12000-C,C
0,1605312000,ok,0.3155,0.3155,0.3155,0,0.3155,11/13/2020 18:00,BTC-24SEP21-12000-C,C
0,1605398400,ok,0.3155,0.3155,0.3155,0,0.3155,11/14/2020 18:00,BTC-24SEP21-12000-C,C
0,1605484800,ok,0.3155,0.3155,0.3155,0,0.3155,11/15/2020 18:00,BTC-24SEP21-12000-C,C
0,1605571200,ok,0.3155,0.3155,0.3155,0,0.3155,11/16/2020 18:00,BTC-24SEP21-12000-C,C
1.9,1605657600,ok,0.318,0.318,0.318,0.6042,0.318,11/17/2020 18:00,BTC-24SEP21-12000-C,C
0,1605744000,ok,0.318,0.318,0.318,0,0.318,11/18/2020 18:00,BTC-24SEP21-12000-C,C
0,1605830400,ok,0.318,0.318,0.318,0,0.318,11/19/2020 18:00,BTC-24SEP21-12000-C,C
0,1605916800,ok,0.318,0.318,0.318,0,0.318,11/20/2020 18:00,BTC-24SEP21-12000-C,C
0,1606003200,ok,0.318,0.318,0.318,0,0.318,11/21/2020 18:00,BTC-24SEP21-12000-C,C
0,1606089600,ok,0.318,0.318,0.318,0,0.318,11/22/2020 18:00,BTC-24SEP21-12000-C,C
0,1606176000,ok,0.318,0.318,0.318,0,0.318,11/23/2020 18:00,BTC-24SEP21-12000-C,C
0,1606262400,ok,0.318,0.318,0.318,0,0.318,11/24/2020 18:00,BTC-24SEP21-12000-C,C
5.4,1606348800,ok,0.4245,0.4245,0.425,2.29365,0.425,11/25/2020 18:00,BTC-24SEP21-12000-C,C
10.5,1606435200,ok,0.46,0.4415,0.46,4.68775,0.4415,11/26/2020 18:00,BTC-24SEP21-12000-C,C
0,1606521600,ok,0.4415,0.4415,0.4415,0,0.4415,11/27/2020 18:00,BTC-24SEP21-12000-C,C
0,1606608000,ok,0.4415,0.4415,0.4415,0,0.4415,11/28/2020 18:00,BTC-24SEP21-12000-C,C
17.7,1606694400,ok,0.48,0.4685,0.48,8.4013,0.4685,11/29/2020 18:00,BTC-24SEP21-12000-C,C
0,1606780800,ok,0.4685,0.4685,0.4685,0,0.4685,11/30/2020 18:00,BTC-24SEP21-12000-C,C
0,1606867200,ok,0.4685,0.4685,0.4685,0,0.4685,12/1/2020 18:00,BTC-24SEP21-12000-C,C
0,1606953600,ok,0.4685,0.4685,0.4685,0,0.4685,12/2/2020 18:00,BTC-24SEP21-12000-C,C
0,1607040000,ok,0.4685,0.4685,0.4685,0,0.4685,12/3/2020 18:00,BTC-24SEP21-12000-C,C
0,1607126400,ok,0.4685,0.4685,0.4685,0,0.4685,12/4/2020 18:00,BTC-24SEP21-12000-C,C
0,1607212800,ok,0.4685,0.4685,0.4685,0,0.4685,12/5/2020 18:00,BTC-24SEP21-12000-C,C
0,1607299200,ok,0.4685,0.4685,0.4685,0,0.4685,12/6/2020 18:00,BTC-24SEP21-12000-C,C
0,1607385600,ok,0.4685,0.4685,0.4685,0,0.4685,12/7/2020 18:00,BTC-24SEP21-12000-C,C
5.4,1607472000,ok,0.5585,0.5585,0.5585,3.0159,0.5585,12/8/2020 18:00,BTC-24SEP21-12000-C,C
5.4,1607558400,ok,0.5055,0.5035,0.5055,2.7243,0.5035,12/9/2020 18:00,BTC-24SEP21-12000-C,C
0,1607644800,ok,0.5035,0.5035,0.5035,0,0.5035,12/10/2020 18:00,BTC-24SEP21-12000-C,C
32.4,1607731200,ok,0.5165,0.5165,0.5535,17.739,0.5535,12/11/2020 18:00,BTC-24SEP21-12000-C,C
0,1607817600,ok,0.5535,0.5535,0.5535,0,0.5535,12/12/2020 18:00,BTC-24SEP21-12000-C,C
5.2,1607904000,ok,0.599,0.599,0.602,3.1226,0.602,12/13/2020 18:00,BTC-24SEP21-12000-C,C
0,1607990400,ok,0.602,0.602,0.602,0,0.602,12/14/2020 18:00,BTC-24SEP21-12000-C,C
0,1608076800,ok,0.602,0.602,0.602,0,0.602,12/15/2020 18:00,BTC-24SEP21-12000-C,C
0,1608163200,ok,0.602,0.602,0.602,0,0.602,12/16/2020 18:00,BTC-24SEP21-12000-C,C
0,1608249600,ok,0.602,0.602,0.602,0,0.602,12/17/2020 18:00,BTC-24SEP21-12000-C,C
0,1608336000,ok,0.602,0.602,0.602,0,0.602,12/18/2020 18:00,BTC-24SEP21-12000-C,C
0,1608422400,ok,0.602,0.602,0.602,0,0.602,12/19/2020 18:00,BTC-24SEP21-12000-C,C
0,1608508800,ok,0.602,0.602,0.602,0,0.602,12/20/2020 18:00,BTC-24SEP21-12000-C,C
0,1608595200,ok,0.602,0.602,0.602,0,0.602,12/21/2020 18:00,BTC-24SEP21-12000-C,C
2.7,1608681600,ok,0.645,0.645,0.645,1.7415,0.645,12/22/2020 18:00,BTC-24SEP21-12000-C,C
0,1608768000,ok,0.645,0.645,0.645,0,0.645,12/23/2020 18:00,BTC-24SEP21-12000-C,C
0,1608854400,ok,0.645,0.645,0.645,0,0.645,12/24/2020 18:00,BTC-24SEP21-12000-C,C
0,1608940800,ok,0.645,0.645,0.645,0,0.645,12/25/2020 18:00,BTC-24SEP21-12000-C,C
0,1609027200,ok,0.645,0.645,0.645,0,0.645,12/26/2020 18:00,BTC-24SEP21-12000-C,C
0,1609113600,ok,0.645,0.645,0.645,0,0.645,12/27/2020 18:00,BTC-24SEP21-12000-C,C
0,1609200000,ok,0.645,0.645,0.645,0,0.645,12/28/2020 18:00,BTC-24SEP21-12000-C,C
1.1,1609286400,ok,0.654,0.654,0.654,0.7194,0.654,12/29/2020 18:00,BTC-24SEP21-12000-C,C
0,1609372800,ok,0.654,0.654,0.654,0,0.654,12/30/2020 18:00,BTC-24SEP21-12000-C,C
0,1609459200,ok,0.654,0.654,0.654,0,0.654,12/31/2020 18:00,BTC-24SEP21-12000-C,C
0,1609545600,ok,0.654,0.654,0.654,0,0.654,1/1/2021 18:00,BTC-24SEP21-12000-C,C
0,1609632000,ok,0.654,0.654,0.654,0,0.654,1/2/2021 18:00,BTC-24SEP21-12000-C,C
0,1609718400,ok,0.654,0.654,0.654,0,0.654,1/3/2021 18:00,BTC-24SEP21-12000-C,C
0,1609804800,ok,0.654,0.654,0.654,0,0.654,1/4/2021 18:00,BTC-24SEP21-12000-C,C
0,1609891200,ok,0.654,0.654,0.654,0,0.654,1/5/2021 18:00,BTC-24SEP21-12000-C,C
0,1609977600,ok,0.654,0.654,0.654,0,0.654,1/6/2021 18:00,BTC-24SEP21-12000-C,C
1,1610064000,ok,0.76,0.76,0.76,0.76,0.76,1/7/2021 18:00,BTC-24SEP21-12000-C,C
0,1610150400,ok,0.76,0.76,0.76,0,0.76,1/8/2021 18:00,BTC-24SEP21-12000-C,C
0,1610236800,ok,0.76,0.76,0.76,0,0.76,1/9/2021 18:00,BTC-24SEP21-12000-C,C
0,1610323200,ok,0.76,0.76,0.76,0,0.76,1/10/2021 18:00,BTC-24SEP21-12000-C,C
0,1610409600,ok,0.76,0.76,0.76,0,0.76,1/11/2021 18:00,BTC-24SEP21-12000-C,C
0,1610496000,ok,0.76,0.76,0.76,0,0.76,1/12/2021 18:00,BTC-24SEP21-12000-C,C
0,1610582400,ok,0.76,0.76,0.76,0,0.76,1/13/2021 18:00,BTC-24SEP21-12000-C,C
0,1610668800,ok,0.76,0.76,0.76,0,0.76,1/14/2021 18:00,BTC-24SEP21-12000-C,C
0,1610755200,ok,0.76,0.76,0.76,0,0.76,1/15/2021 18:00,BTC-24SEP21-12000-C,C
0,1610841600,ok,0.76,0.76,0.76,0,0.76,1/16/2021 18:00,BTC-24SEP21-12000-C,C
5.1,1610928000,ok,0.7685,0.7685,0.7725,3.92975,0.7725,1/17/2021 18:00,BTC-24SEP21-12000-C,C
0.1,1611014400,ok,0.756,0.756,0.756,0.0756,0.756,1/18/2021 18:00,BTC-24SEP21-12000-C,C
0,1611100800,ok,0.756,0.756,0.756,0,0.756,1/19/2021 18:00,BTC-24SEP21-12000-C,C
0.1,1611187200,ok,0.7,0.7,0.7,0.07,0.7,1/20/2021 18:00,BTC-24SEP21-12000-C,C
0,1611273600,ok,0.7,0.7,0.7,0,0.7,1/21/2021 18:00,BTC-24SEP21-12000-C,C
0,1611360000,ok,0.7,0.7,0.7,0,0.7,1/22/2021 18:00,BTC-24SEP21-12000-C,C
0,1611446400,ok,0.7,0.7,0.7,0,0.7,1/23/2021 18:00,BTC-24SEP21-12000-C,C
0,1611532800,ok,0.7,0.7,0.7,0,0.7,1/24/2021 18:00,BTC-24SEP21-12000-C,C
0.3,1611619200,ok,0.7,0.7,0.7,0.21,0.7,1/25/2021 18:00,BTC-24SEP21-12000-C,C
1,1611705600,ok,0.7955,0.7955,0.7955,0.7955,0.7955,1/26/2021 18:00,BTC-24SEP21-12000-C,C
0,1611792000,ok,0.7955,0.7955,0.7955,0,0.7955,1/27/2021 18:00,BTC-24SEP21-12000-C,C
0.8,1611878400,ok,0.7,0.7,0.788,0.5688,0.788,1/28/2021 18:00,BTC-24SEP21-12000-C,C
0,1611964800,ok,0.788,0.788,0.788,0,0.788,1/29/2021 18:00,BTC-24SEP21-12000-C,C
0,1612051200,ok,0.788,0.788,0.788,0,0.788,1/30/2021 18:00,BTC-24SEP21-12000-C,C
0,1612137600,ok,0.788,0.788,0.788,0,0.788,1/31/2021 18:00,BTC-24SEP21-12000-C,C
0,1612224000,ok,0.788,0.788,0.788,0,0.788,2/1/2021 18:00,BTC-24SEP21-12000-C,C
1,1612310400,ok,0.7135,0.7135,0.7135,0.7135,0.7135,2/2/2021 18:00,BTC-24SEP21-12000-C,C
30.8,1612396800,ok,0.7405,0.7205,0.7415,22.4268,0.7205,2/3/2021 18:00,BTC-24SEP21-12000-C,C
2.7,1612483200,ok,0.73,0.725,0.7325,1.9689,0.7305,2/4/2021 18:00,BTC-24SEP21-12000-C,C
5.4,1612569600,ok,0.748,0.748,0.749,4.0419,0.749,2/5/2021 18:00,BTC-24SEP21-12000-C,C
0,1612656000,ok,0.749,0.749,0.749,0,0.749,2/6/2021 18:00,BTC-24SEP21-12000-C,C
0,1612742400,ok,0.749,0.749,0.749,0,0.749,2/7/2021 18:00,BTC-24SEP21-12000-C,C
0,1612828800,ok,0.749,0.749,0.749,0,0.749,2/8/2021 18:00,BTC-24SEP21-12000-C,C
0,1612915200,ok,0.749,0.749,0.749,0,0.749,2/9/2021 18:00,BTC-24SEP21-12000-C,C
0,1613001600,ok,0.749,0.749,0.749,0,0.749,2/10/2021 18:00,BTC-24SEP21-12000-C,C
0,1613088000,ok,0.749,0.749,0.749,0,0.749,2/11/2021 18:00,BTC-24SEP21-12000-C,C
0,1613174400,ok,0.749,0.749,0.749,0,0.749,2/12/2021 18:00,BTC-24SEP21-12000-C,C
1,1613260800,ok,0.654,0.654,0.654,0.654,0.654,2/13/2021 18:00,BTC-24SEP21-12000-C,C
1,1613347200,ok,0.9045,0.9045,0.9045,0.9045,0.9045,2/14/2021 18:00,BTC-24SEP21-12000-C,C
0,1613433600,ok,0.9045,0.9045,0.9045,0,0.9045,2/15/2021 18:00,BTC-24SEP21-12000-C,C
0,1613520000,ok,0.9045,0.9045,0.9045,0,0.9045,2/16/2021 18:00,BTC-24SEP21-12000-C,C
0.2,1613606400,ok,0.806,0.806,0.8075,0.16135,0.8075,2/17/2021 18:00,BTC-24SEP21-12000-C,C
9.1,1613692800,ok,0.8105,0.8105,0.825,7.43355,0.825,2/18/2021 18:00,BTC-24SEP21-12000-C,C
0,1613779200,ok,0.825,0.825,0.825,0,0.825,2/19/2021 18:00,BTC-24SEP21-12000-C,C
0,1613865600,ok,0.825,0.825,0.825,0,0.825,2/20/2021 18:00,BTC-24SEP21-12000-C,C
0,1613952000,ok,0.825,0.825,0.825,0,0.825,2/21/2021 18:00,BTC-24SEP21-12000-C,C
6.7,1614038400,ok,0.8755,0.8205,0.8755,5.77965,0.821,2/22/2021 18:00,BTC-24SEP21-12000-C,C
1.3,1614124800,ok,0.8335,0.8295,0.834,1.08015,0.83,2/23/2021 18:00,BTC-24SEP21-12000-C,C
0.3,1614211200,ok,0.834,0.8325,0.834,0.2499,0.8325,2/24/2021 18:00,BTC-24SEP21-12000-C,C
2,1614297600,ok,0.8185,0.8185,0.822,1.64015,0.8205,2/25/2021 18:00,BTC-24SEP21-12000-C,C
2.7,1614384000,ok,0.809,0.809,0.809,2.1843,0.809,2/26/2021 18:00,BTC-24SEP21-12000-C,C
0,1614470400,ok,0.809,0.809,0.809,0,0.809,2/27/2021 18:00,BTC-24SEP21-12000-C,C
5.6,1614556800,ok,0.8035,0.8035,0.8035,4.4996,0.8035,2/28/2021 18:00,BTC-24SEP21-12000-C,C
0,1614643200,ok,0.8035,0.8035,0.8035,0,0.8035,3/1/2021 18:00,BTC-24SEP21-12000-C,C
3.5,1614729600,ok,0.805,0.8015,0.805,2.80805,0.8015,3/2/2021 18:00,BTC-24SEP21-12000-C,C
0,1614816000,ok,0.8015,0.8015,0.8015,0,0.8015,3/3/2021 18:00,BTC-24SEP21-12000-C,C
0,1614902400,ok,0.8015,0.8015,0.8015,0,0.8015,3/4/2021 18:00,BTC-24SEP21-12000-C,C
0,1614988800,ok,0.8015,0.8015,0.8015,0,0.8015,3/5/2021 18:00,BTC-24SEP21-12000-C,C
0,1615075200,ok,0.8015,0.8015,0.8015,0,0.8015,3/6/2021 18:00,BTC-24SEP21-12000-C,C
0,1615161600,ok,0.8015,0.8015,0.8015,0,0.8015,3/7/2021 18:00,BTC-24SEP21-12000-C,C
0.2,1615248000,ok,0.8215,0.8215,0.822,0.16435,0.822,3/8/2021 18:00,BTC-24SEP21-12000-C,C
0.2,1615334400,ok,0.803,0.803,0.803,0.1606,0.803,3/9/2021 18:00,BTC-24SEP21-12000-C,C
0,1615420800,ok,0.803,0.803,0.803,0,0.803,3/10/2021 18:00,BTC-24SEP21-12000-C,C
0,1615507200,ok,0.803,0.803,0.803,0,0.803,3/11/2021 18:00,BTC-24SEP21-12000-C,C
0,1615593600,ok,0.803,0.803,0.803,0,0.803,3/12/2021 18:00,BTC-24SEP21-12000-C,C
0,1615680000,ok,0.803,0.803,0.803,0,0.803,3/13/2021 18:00,BTC-24SEP21-12000-C,C
0,1615766400,ok,0.803,0.803,0.803,0,0.803,3/14/2021 19:00,BTC-24SEP21-12000-C,C
0,1615852800,ok,0.803,0.803,0.803,0,0.803,3/15/2021 19:00,BTC-24SEP21-12000-C,C
0,1615939200,ok,0.803,0.803,0.803,0,0.803,3/16/2021 19:00,BTC-24SEP21-12000-C,C
0,1616025600,ok,0.803,0.803,0.803,0,0.803,3/17/2021 19:00,BTC-24SEP21-12000-C,C
0,1616112000,ok,0.803,0.803,0.803,0,0.803,3/18/2021 19:00,BTC-24SEP21-12000-C,C
0,1616198400,ok,0.803,0.803,0.803,0,0.803,3/19/2021 19:00,BTC-24SEP21-12000-C,C
0,1616284800,ok,0.803,0.803,0.803,0,0.803,3/20/2021 19:00,BTC-24SEP21-12000-C,C
0.2,1616371200,ok,0.8225,0.8225,0.8225,0.1645,0.8225,3/21/2021 19:00,BTC-24SEP21-12000-C,C
0,1616457600,ok,0.8225,0.8225,0.8225,0,0.8225,3/22/2021 19:00,BTC-24SEP21-12000-C,C
1,1616544000,ok,0.8125,0.8125,0.8125,0.8125,0.8125,3/23/2021 19:00,BTC-24SEP21-12000-C,C
0,1616630400,ok,0.8125,0.8125,0.8125,0,0.8125,3/24/2021 19:00,BTC-24SEP21-12000-C,C
1.1,1616716800,ok,0.8025,0.8025,0.8055,0.88575,0.8055,3/25/2021 19:00,BTC-24SEP21-12000-C,C
0,1616803200,ok,0.8055,0.8055,0.8055,0,0.8055,3/26/2021 19:00,BTC-24SEP21-12000-C,C
0,1616889600,ok,0.8055,0.8055,0.8055,0,0.8055,3/27/2021 19:00,BTC-24SEP21-12000-C,C
0,1616976000,ok,0.8055,0.8055,0.8055,0,0.8055,3/28/2021 19:00,BTC-24SEP21-12000-C,C
0,1617062400,ok,0.8055,0.8055,0.8055,0,0.8055,3/29/2021 19:00,BTC-24SEP21-12000-C,C
0,1617148800,ok,0.8055,0.8055,0.8055,0,0.8055,3/30/2021 19:00,BTC-24SEP21-12000-C,C
7.9,1617235200,ok,0.8265,0.8235,0.8305,6.52305,0.8235,3/31/2021 19:00,BTC-24SEP21-12000-C,C
0,1617321600,ok,0.8235,0.8235,0.8235,0,0.8235,4/1/2021 19:00,BTC-24SEP21-12000-C,C
0,1617408000,ok,0.8235,0.8235,0.8235,0,0.8235,4/2/2021 19:00,BTC-24SEP21-12000-C,C
0,1617494400,ok,0.8235,0.8235,0.8235,0,0.8235,4/3/2021 19:00,BTC-24SEP21-12000-C,C
0,1617580800,ok,0.8235,0.8235,0.8235,0,0.8235,4/4/2021 19:00,BTC-24SEP21-12000-C,C
0,1617667200,ok,0.8235,0.8235,0.8235,0,0.8235,4/5/2021 19:00,BTC-24SEP21-12000-C,C
0,1617753600,ok,0.8235,0.8235,0.8235,0,0.8235,4/6/2021 19:00,BTC-24SEP21-12000-C,C
0,1617840000,ok,0.8235,0.8235,0.8235,0,0.8235,4/7/2021 19:00,BTC-24SEP21-12000-C,C
0,1617926400,ok,0.8235,0.8235,0.8235,0,0.8235,4/8/2021 19:00,BTC-24SEP21-12000-C,C
0,1618012800,ok,0.8235,0.8235,0.8235,0,0.8235,4/9/2021 19:00,BTC-24SEP21-12000-C,C
0,1618099200,ok,0.8235,0.8235,0.8235,0,0.8235,4/10/2021 19:00,BTC-24SEP21-12000-C,C
0,1618185600,ok,0.8235,0.8235,0.8235,0,0.8235,4/11/2021 19:00,BTC-24SEP21-12000-C,C
0,1618272000,ok,0.8235,0.8235,0.8235,0,0.8235,4/12/2021 19:00,BTC-24SEP21-12000-C,C
0,1618358400,ok,0.8235,0.8235,0.8235,0,0.8235,4/13/2021 19:00,BTC-24SEP21-12000-C,C
0,1618444800,ok,0.8235,0.8235,0.8235,0,0.8235,4/14/2021 19:00,BTC-24SEP21-12000-C,C
0.4,1618531200,ok,0.9215,0.9215,0.9215,0.3686,0.9215,4/15/2021 19:00,BTC-24SEP21-12000-C,C
0.5,1618617600,ok,0.6225,0.6225,0.63,0.312,0.63,4/16/2021 19:00,BTC-24SEP21-12000-C,C
0,1618704000,ok,0.63,0.63,0.63,0,0.63,4/17/2021 19:00,BTC-24SEP21-12000-C,C
0,1618790400,ok,0.63,0.63,0.63,0,0.63,4/18/2021 19:00,BTC-24SEP21-12000-C,C
0,1618876800,ok,0.63,0.63,0.63,0,0.63,4/19/2021 19:00,BTC-24SEP21-12000-C,C
0,1618963200,ok,0.63,0.63,0.63,0,0.63,4/20/2021 19:00,BTC-24SEP21-12000-C,C
0,1619049600,ok,0.63,0.63,0.63,0,0.63,4/21/2021 19:00,BTC-24SEP21-12000-C,C
32.4,1619136000,ok,0.825,0.825,0.825,26.73,0.825,4/22/2021 19:00,BTC-24SEP21-12000-C,C
0,1619222400,ok,0.825,0.825,0.825,0,0.825,4/23/2021 19:00,BTC-24SEP21-12000-C,C
0,1619308800,ok,0.825,0.825,0.825,0,0.825,4/24/2021 19:00,BTC-24SEP21-12000-C,C
0,1619395200,ok,0.825,0.825,0.825,0,0.825,4/25/2021 19:00,BTC-24SEP21-12000-C,C
0,1619481600,ok,0.825,0.825,0.825,0,0.825,4/26/2021 19:00,BTC-24SEP21-12000-C,C
0,1619568000,ok,0.825,0.825,0.825,0,0.825,4/27/2021 19:00,BTC-24SEP21-12000-C,C
0,1619654400,ok,0.825,0.825,0.825,0,0.825,4/28/2021 19:00,BTC-24SEP21-12000-C,C
0,1619740800,ok,0.825,0.825,0.825,0,0.825,4/29/2021 19:00,BTC-24SEP21-12000-C,C
0,1619827200,ok,0.825,0.825,0.825,0,0.825,4/30/2021 19:00,BTC-24SEP21-12000-C,C
0,1619913600,ok,0.825,0.825,0.825,0,0.825,5/1/2021 19:00,BTC-24SEP21-12000-C,C
0,1620000000,ok,0.825,0.825,0.825,0,0.825,5/2/2021 19:00,BTC-24SEP21-12000-C,C
0.2,1620086400,ok,0.805,0.805,0.805,0.161,0.805,5/3/2021 19:00,BTC-24SEP21-12000-C,C
0,1620172800,ok,0.805,0.805,0.805,0,0.805,5/4/2021 19:00,BTC-24SEP21-12000-C,C
0,1620259200,ok,0.805,0.805,0.805,0,0.805,5/5/2021 19:00,BTC-24SEP21-12000-C,C
0,1620345600,ok,0.805,0.805,0.805,0,0.805,5/6/2021 19:00,BTC-24SEP21-12000-C,C
0,1620432000,ok,0.805,0.805,0.805,0,0.805,5/7/2021 19:00,BTC-24SEP21-12000-C,C
0,1620518400,ok,0.805,0.805,0.805,0,0.805,5/8/2021 19:00,BTC-24SEP21-12000-C,C
0,1620604800,ok,0.805,0.805,0.805,0,0.805,5/9/2021 19:00,BTC-24SEP21-12000-C,C
0,1620691200,ok,0.805,0.805,0.805,0,0.805,5/10/2021 19:00,BTC-24SEP21-12000-C,C
0,1620777600,ok,0.805,0.805,0.805,0,0.805,5/11/2021 19:00,BTC-24SEP21-12000-C,C
0.3,1620864000,ok,0.65,0.65,0.65,0.195,0.65,5/12/2021 19:00,BTC-24SEP21-12000-C,C
